country,continent
Equatorial Guinea,Africa
Equatorial Guinea,Africa
Equatorial Guinea,Africa
Equatorial Guinea,Africa
Equatorial Guinea,Africa
Equatorial Guinea,Africa
Equatorial Guinea,Africa
Equatorial Guinea,Africa
Eritrea,Africa
Eritrea,Africa
Eritrea,Africa
Eritrea,Africa
Eritrea,Africa
Eritrea,Africa
Eritrea,Africa
Eritrea,Africa
Eritrea,Africa
Eritrea,Africa
Eritrea,Africa
Eritrea,Africa
Ethiopia,Africa
Ethiopia,Africa
Ethiopia,Africa
Ethiopia,Africa
Ethiopia,Africa
Ethiopia,Africa
Ethiopia,Africa
Ethiopia,Africa
Ethiopia,Africa
Ethiopia,Africa
Ethiopia,Africa
Ethiopia,Africa
Finland,Europe
Finland,Europe
Finland,Europe
Finland,Europe
Finland,Europe
Finland,Europe
Finland,Europe
Finland,Europe
Finland,Europe
Finland,Europe
Finland,Europe
Finland,Europe
France,Europe
France,Europe
France,Europe
France,Europe
France,Europe
France,Europe
France,Europe
France,Europe
France,Europe
France,Europe
France,Europe
France,Europe
Gabon,Africa
Gabon,Africa
Gabon,Africa
Gabon,Africa
Gabon,Africa
Gabon,Africa
Gabon,Africa
Gabon,Africa
Gabon,Africa
Gabon,Africa
Gabon,Africa
Gabon,Africa
Gambia,Africa
Gambia,Africa
Gambia,Africa
Gambia,Africa
Gambia,Africa
Gambia,Africa
Gambia,Africa
Gambia,Africa
Gambia,Africa
Gambia,Africa
Gambia,Africa
Gambia,Africa
Germany,Europe
Germany,Europe
Germany,Europe
Germany,Europe
Germany,Europe
Germany,Europe
Germany,Europe
Germany,Europe
Germany,Europe
Germany,Europe
Germany,Europe
Germany,Europe
Ghana,Africa
Ghana,Africa
Ghana,Africa
Ghana,Africa
Ghana,Africa
Ghana,Africa
Ghana,Africa
Ghana,Africa
Ghana,Africa
Ghana,Africa
Ghana,Africa
Ghana,Africa
Greece,Europe
Greece,Europe
Greece,Europe
Greece,Europe
Greece,Europe
Greece,Europe
Greece,Europe
Greece,Europe
Greece,Europe
Greece,Europe
Greece,Europe
Greece,Europe
Guatemala,Americas
Guatemala,Americas
Guatemala,Americas
Guatemala,Americas
Guatemala,Americas
Guatemala,Americas
Guatemala,Americas
Guatemala,Americas
Guatemala,Americas
Guatemala,Americas
Guatemala,Americas
Guatemala,Americas
Guinea,Africa
Guinea,Africa
Guinea,Africa
Guinea,Africa
Guinea,Africa
Guinea,Africa
Guinea,Africa
Guinea,Africa
Guinea,Africa
Guinea,Africa
Guinea,Africa
Guinea,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Guinea-Bissau,Africa
Haiti,Americas
Haiti,Americas
Haiti,Americas
Haiti,Americas
Haiti,Americas
Haiti,Americas
Haiti,Americas
Haiti,Americas
Haiti,Americas
Haiti,Americas
Haiti,Americas
Haiti,Americas
Honduras,Americas
Honduras,Americas
Honduras,Americas
Honduras,Americas
Honduras,Americas
Honduras,Americas
Honduras,Americas
Honduras,Americas
Honduras,Americas
Honduras,Americas
Honduras,Americas
Honduras,Americas
"Hong Kong, China",Asia
"Hong Kong, China",Asia
"Hong Kong, China",Asia
"Hong Kong, China",Asia
"Hong Kong, China",Asia
"Hong Kong, China",Asia
"Hong Kong, China",Asia
"Hong Kong, China",Asia
"Hong Kong, China",Asia
"Hong Kong, China",Asia
"Hong Kong, China",Asia
"Hong Kong, China",Asia
Hungary,Europe
Hungary,Europe
Hungary,Europe
Hungary,Europe
Hungary,Europe
Hungary,Europe
Hungary,Europe
Hungary,Europe
Hungary,Europe
Hungary,Europe
Hungary,Europe
Hungary,Europe
Iceland,Europe
Iceland,Europe
Iceland,Europe
Iceland,Europe
Iceland,Europe
Iceland,Europe
Iceland,Europe
Iceland,Europe
Iceland,Europe
Iceland,Europe
Iceland,Europe
Iceland,Europe
India,Asia
India,Asia
India,Asia
India,Asia
India,Asia
India,Asia
India,Asia
India,Asia
India,Asia
India,Asia
India,Asia
India,Asia
Indonesia,Asia
Indonesia,Asia
Indonesia,Asia
Indonesia,Asia
Indonesia,Asia
Indonesia,Asia
Indonesia,Asia
Indonesia,Asia
Indonesia,Asia
Indonesia,Asia
Indonesia,Asia
Indonesia,Asia
Iran,Asia
Iran,Asia
Iran,Asia
Iran,Asia
Iran,Asia
Iran,Asia
Iran,Asia
Iran,Asia
Iran,Asia
Iran,Asia
Iran,Asia
Iran,Asia
Iraq,Asia
Iraq,Asia
Iraq,Asia
Iraq,Asia
Iraq,Asia
Iraq,Asia
Iraq,Asia
Iraq,Asia
Iraq,Asia
Iraq,Asia
Iraq,Asia
Iraq,Asia
Ireland,Europe
Ireland,Europe
Ireland,Europe
Ireland,Europe
Ireland,Europe
Ireland,Europe
Ireland,Europe
Ireland,Europe
Ireland,Europe
Ireland,Europe
Ireland,Europe
Ireland,Europe
Israel,Asia
Israel,Asia
Israel,Asia
Israel,Asia
Israel,Asia
Israel,Asia
Israel,Asia
Israel,Asia
Israel,Asia
Israel,Asia
Israel,Asia
Israel,Asia
Italy,Europe
Italy,Europe
Italy,Europe
Italy,Europe
Italy,Europe
Italy,Europe
Italy,Europe
Italy,Europe
Italy,Europe
Italy,Europe
Italy,Europe
Italy,Europe
Jamaica,Americas
Jamaica,Americas
Jamaica,Americas
Jamaica,Americas
Jamaica,Americas
Jamaica,Americas
Jamaica,Americas
Jamaica,Americas
Jamaica,Americas
Jamaica,Americas
Jamaica,Americas
Jamaica,Americas
Japan,Asia
Japan,Asia
Japan,Asia
Japan,Asia
Japan,Asia
Japan,Asia
Japan,Asia
Japan,Asia
Japan,Asia
Japan,Asia
Japan,Asia
Japan,Asia
Jordan,Asia
Jordan,Asia
Jordan,Asia
Jordan,Asia
Jordan,Asia
Jordan,Asia
Jordan,Asia
Jordan,Asia
Jordan,Asia
Jordan,Asia
Jordan,Asia
Jordan,Asia
Kenya,Africa
Kenya,Africa
Kenya,Africa
Kenya,Africa
Kenya,Africa
Kenya,Africa
Kenya,Africa
Kenya,Africa
Kenya,Africa
Kenya,Africa
Kenya,Africa
Kenya,Africa
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Dem. Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
"Korea, Rep.",Asia
Kuwait,Asia
Kuwait,Asia
Kuwait,Asia
Kuwait,Asia
Kuwait,Asia
Kuwait,Asia
Kuwait,Asia
Kuwait,Asia
Kuwait,Asia
Kuwait,Asia
Kuwait,Asia
Kuwait,Asia
Lebanon,Asia
Lebanon,Asia
Lebanon,Asia
Lebanon,Asia
Lebanon,Asia
Lebanon,Asia
Lebanon,Asia
Lebanon,Asia
Lebanon,Asia
Lebanon,Asia
Lebanon,Asia
Lebanon,Asia
Lesotho,Africa
Lesotho,Africa
Lesotho,Africa
Lesotho,Africa
Lesotho,Africa
Lesotho,Africa
Lesotho,Africa
Lesotho,Africa
Lesotho,Africa
Lesotho,Africa
Lesotho,Africa
Lesotho,Africa
Liberia,Africa
Liberia,Africa
Liberia,Africa
Liberia,Africa
Liberia,Africa
Liberia,Africa
Liberia,Africa
Liberia,Africa
Liberia,Africa
Liberia,Africa
Liberia,Africa
Liberia,Africa
Libya,Africa
Libya,Africa
Libya,Africa
Libya,Africa
Libya,Africa
Libya,Africa
Libya,Africa
Libya,Africa
Libya,Africa
Libya,Africa
Libya,Africa
Libya,Africa
Madagascar,Africa
Madagascar,Africa
Madagascar,Africa
Madagascar,Africa
Madagascar,Africa
Madagascar,Africa
Madagascar,Africa
Madagascar,Africa
Madagascar,Africa
Madagascar,Africa
Madagascar,Africa
Madagascar,Africa
Malawi,Africa
Malawi,Africa
Malawi,Africa
Malawi,Africa
Malawi,Africa
Malawi,Africa
Malawi,Africa
Malawi,Africa
Malawi,Africa
Malawi,Africa
Malawi,Africa
Malawi,Africa
Malaysia,Asia
Malaysia,Asia
Malaysia,Asia
Malaysia,Asia
Malaysia,Asia
Malaysia,Asia
Malaysia,Asia
Malaysia,Asia
Malaysia,Asia
Malaysia,Asia
Malaysia,Asia
Malaysia,Asia
Mali,Africa
Mali,Africa
Mali,Africa
Mali,Africa
Mali,Africa
Mali,Africa
Mali,Africa
Mali,Africa
Mali,Africa
Mali,Africa
Mali,Africa
Mali,Africa
Mauritania,Africa
Mauritania,Africa
Mauritania,Africa
Mauritania,Africa
Mauritania,Africa
Mauritania,Africa
Mauritania,Africa
Mauritania,Africa
Mauritania,Africa
Mauritania,Africa
Mauritania,Africa
Mauritania,Africa
Mauritius,Africa
Mauritius,Africa
Mauritius,Africa
Mauritius,Africa
Mauritius,Africa
Mauritius,Africa
Mauritius,Africa
Mauritius,Africa
Mauritius,Africa
Mauritius,Africa
Mauritius,Africa
Mauritius,Africa
Mexico,Americas
Mexico,Americas
Mexico,Americas
Mexico,Americas
Mexico,Americas
Mexico,Americas
Mexico,Americas
Mexico,Americas
Mexico,Americas
Mexico,Americas
Mexico,Americas
Mexico,Americas
Mongolia,Asia
Mongolia,Asia
Mongolia,Asia
Mongolia,Asia
Mongolia,Asia
Mongolia,Asia
Mongolia,Asia
Mongolia,Asia
Mongolia,Asia
Mongolia,Asia
Mongolia,Asia
Mongolia,Asia
Montenegro,Europe
Montenegro,Europe
Montenegro,Europe
Montenegro,Europe
Montenegro,Europe
Montenegro,Europe
Montenegro,Europe
Montenegro,Europe
Montenegro,Europe
Montenegro,Europe
Montenegro,Europe
Montenegro,Europe
Morocco,Africa
Morocco,Africa
Morocco,Africa
Morocco,Africa
Morocco,Africa
Morocco,Africa
Morocco,Africa
Morocco,Africa
Morocco,Africa
Morocco,Africa
Morocco,Africa
Morocco,Africa
Mozambique,Africa
Mozambique,Africa
Mozambique,Africa
Mozambique,Africa
Mozambique,Africa
Mozambique,Africa
Mozambique,Africa
Mozambique,Africa
Mozambique,Africa
Mozambique,Africa
Mozambique,Africa
Mozambique,Africa
Myanmar,Asia
Myanmar,Asia
Myanmar,Asia
Myanmar,Asia
Myanmar,Asia
Myanmar,Asia
Myanmar,Asia
Myanmar,Asia
Myanmar,Asia
Myanmar,Asia
Myanmar,Asia
Myanmar,Asia
Namibia,Africa
Namibia,Africa
Namibia,Africa
Namibia,Africa
Namibia,Africa
Namibia,Africa
Namibia,Africa
Namibia,Africa
Namibia,Africa
Namibia,Africa
Namibia,Africa
Namibia,Africa
Nepal,Asia
Nepal,Asia
Nepal,Asia
Nepal,Asia
Nepal,Asia
Nepal,Asia
Nepal,Asia
Nepal,Asia
Nepal,Asia
Nepal,Asia
Nepal,Asia
Nepal,Asia
Netherlands,Europe
Netherlands,Europe
Netherlands,Europe
Netherlands,Europe
Netherlands,Europe
Netherlands,Europe
Netherlands,Europe
Netherlands,Europe
Netherlands,Europe
Netherlands,Europe
Netherlands,Europe
Netherlands,Europe
New Zealand,Oceania
New Zealand,Oceania
New Zealand,Oceania
New Zealand,Oceania
New Zealand,Oceania
New Zealand,Oceania
New Zealand,Oceania
New Zealand,Oceania
New Zealand,Oceania
New Zealand,Oceania
New Zealand,Oceania
New Zealand,Oceania
Nicaragua,Americas
Nicaragua,Americas
Nicaragua,Americas
Nicaragua,Americas
Nicaragua,Americas
Nicaragua,Americas
Nicaragua,Americas
Nicaragua,Americas
Nicaragua,Americas
Nicaragua,Americas
Nicaragua,Americas
Nicaragua,Americas
Niger,Africa
Niger,Africa
Niger,Africa
Niger,Africa
Niger,Africa
Niger,Africa
Niger,Africa
Niger,Africa
Niger,Africa
Niger,Africa
Niger,Africa
Niger,Africa
Nigeria,Africa
Nigeria,Africa
Nigeria,Africa
Nigeria,Africa
Nigeria,Africa
Nigeria,Africa
Nigeria,Africa
Nigeria,Africa
Nigeria,Africa
Nigeria,Africa
Nigeria,Africa
Nigeria,Africa
Norway,Europe
Norway,Europe
Norway,Europe
Norway,Europe
Norway,Europe
Norway,Europe
Norway,Europe
Norway,Europe
Norway,Europe
Norway,Europe
Norway,Europe
Norway,Europe
Oman,Asia
Oman,Asia
Oman,Asia
Oman,Asia
Oman,Asia
Oman,Asia
Oman,Asia
Oman,Asia
Oman,Asia
Oman,Asia
Oman,Asia
Oman,Asia
Pakistan,Asia
Pakistan,Asia
Pakistan,Asia
Pakistan,Asia
Pakistan,Asia
Pakistan,Asia
Pakistan,Asia
Pakistan,Asia
Pakistan,Asia
Pakistan,Asia
Pakistan,Asia
Pakistan,Asia
Panama,Americas
Panama,Americas
Panama,Americas
Panama,Americas
Panama,Americas
Panama,Americas
Panama,Americas
Panama,Americas
Panama,Americas
Panama,Americas
Panama,Americas
Panama,Americas
Paraguay,Americas
Paraguay,Americas
Paraguay,Americas
Paraguay,Americas
Paraguay,Americas
Paraguay,Americas
Paraguay,Americas
Paraguay,Americas
Paraguay,Americas
Paraguay,Americas
Paraguay,Americas
Paraguay,Americas
Peru,Americas
Peru,Americas
Peru,Americas
Peru,Americas
Peru,Americas
Peru,Americas
Peru,Americas
Peru,Americas
Peru,Americas
Peru,Americas
Peru,Americas
Peru,Americas
Philippines,Asia
Philippines,Asia
Philippines,Asia
Philippines,Asia
Philippines,Asia
Philippines,Asia
Philippines,Asia
Philippines,Asia
Philippines,Asia
Philippines,Asia
Philippines,Asia
Philippines,Asia
Poland,Europe
Poland,Europe
Poland,Europe
Poland,Europe
Poland,Europe
Poland,Europe
Poland,Europe
Poland,Europe
Poland,Europe
Poland,Europe
Poland,Europe
Poland,Europe
Portugal,Europe
Portugal,Europe
Portugal,Europe
Portugal,Europe
Portugal,Europe
Portugal,Europe
Portugal,Europe
Portugal,Europe
Portugal,Europe
Portugal,Europe
Portugal,Europe
Portugal,Europe
Puerto Rico,Americas
Puerto Rico,Americas
Puerto Rico,Americas
Puerto Rico,Americas
Puerto Rico,Americas
Puerto Rico,Americas
Puerto Rico,Americas
Puerto Rico,Americas
Puerto Rico,Americas
Puerto Rico,Americas
Puerto Rico,Americas
Puerto Rico,Americas
Reunion,Africa
Reunion,Africa
Reunion,Africa
Reunion,Africa
Reunion,Africa
Reunion,Africa
Reunion,Africa
Reunion,Africa
Reunion,Africa
Reunion,Africa
Reunion,Africa
Reunion,Africa
Romania,Europe
Romania,Europe
Romania,Europe
Romania,Europe
Romania,Europe
Romania,Europe
Romania,Europe
Romania,Europe
Romania,Europe
Romania,Europe
Romania,Europe
Romania,Europe
Rwanda,Africa
Rwanda,Africa
Rwanda,Africa
Rwanda,Africa
Rwanda,Africa
Rwanda,Africa
Rwanda,Africa
Rwanda,Africa
Rwanda,Africa
Rwanda,Africa
Rwanda,Africa
Rwanda,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Sao Tome and Principe,Africa
Saudi Arabia,Asia
Saudi Arabia,Asia
Saudi Arabia,Asia
Saudi Arabia,Asia
Saudi Arabia,Asia
Saudi Arabia,Asia
Saudi Arabia,Asia
Saudi Arabia,Asia
Saudi Arabia,Asia
Saudi Arabia,Asia
Saudi Arabia,Asia
Saudi Arabia,Asia
Senegal,Africa
Senegal,Africa
Senegal,Africa
Senegal,Africa
Senegal,Africa
Senegal,Africa
Senegal,Africa
Senegal,Africa
Senegal,Africa
Senegal,Africa
Senegal,Africa
Senegal,Africa
Serbia,Europe
Serbia,Europe
Serbia,Europe
Serbia,Europe
Serbia,Europe
Serbia,Europe
Serbia,Europe
Serbia,Europe
Serbia,Europe
Serbia,Europe
Serbia,Europe
Serbia,Europe
Sierra Leone,Africa
Sierra Leone,Africa
Sierra Leone,Africa
Sierra Leone,Africa
Sierra Leone,Africa
Sierra Leone,Africa
Sierra Leone,Africa
Sierra Leone,Africa
Sierra Leone,Africa
Sierra Leone,Africa
Sierra Leone,Africa
Sierra Leone,Africa
Singapore,Asia
Singapore,Asia
Singapore,Asia
Singapore,Asia
Singapore,Asia
Singapore,Asia
Singapore,Asia
Singapore,Asia
Singapore,Asia
Singapore,Asia
Singapore,Asia
Singapore,Asia
Slovak Republic,Europe
Slovak Republic,Europe
Slovak Republic,Europe
Slovak Republic,Europe
Slovak Republic,Europe
Slovak Republic,Europe
Slovak Republic,Europe
Slovak Republic,Europe
Slovak Republic,Europe
Slovak Republic,Europe
Slovak Republic,Europe
Slovak Republic,Europe
Slovenia,Europe
Slovenia,Europe
Slovenia,Europe
Slovenia,Europe
Slovenia,Europe
Slovenia,Europe
Slovenia,Europe
Slovenia,Europe
Slovenia,Europe
Slovenia,Europe
Slovenia,Europe
Slovenia,Europe
Somalia,Africa
Somalia,Africa
Somalia,Africa
Somalia,Africa
Somalia,Africa
Somalia,Africa
Somalia,Africa
Somalia,Africa
Somalia,Africa
Somalia,Africa
Somalia,Africa
Somalia,Africa
South Africa,Africa
South Africa,Africa
South Africa,Africa
South Africa,Africa
South Africa,Africa
South Africa,Africa
South Africa,Africa
South Africa,Africa
South Africa,Africa
South Africa,Africa
South Africa,Africa
South Africa,Africa
Spain,Europe
Spain,Europe
Spain,Europe
Spain,Europe
Spain,Europe
Spain,Europe
Spain,Europe
Spain,Europe
Spain,Europe
Spain,Europe
Spain,Europe
